"caseid" "gender" "race" "c1rrscal" "c1rrtsco" "c1rmscal" "c1rmtsco" "c1rgscal" "c1rgtsco" "c1fmotor" "c1gmotor" "c2rrscal" "c2rrtsco" "c2rmscal" "c2rmtsco" "c2rgscal" "c2rgtsco" "c3rrscal" "c3rrtsco" "c3rmscal" "c3rmtsco" "c3rgscal" "c3rgtsco" "c4rrscal" "c4rrtsco" "c4rmscal" "c4rmtsco" "c4rgscal" "c4rgtsco" "p1learn" "p1contro" "p1social" "t1learn" "t1contro" "t1interp" "t1extern" "t1intern" "p1center" "p1disabl" "p1htotal" "p1hfamil" "p1firkdg" "p1hrsprk" "wkmomed" "wkdaded" "wklangst" "wksesl" "wksesq5" "s2kpupri" "p1count" "plshare" "p1pencil" "p1still" "p1letter" "p1verbal" "p1expect" "p1readbo" "p1tellst" "p1singso" "p1helpar" "p1chores" "p1games" "p1nature" "p1build" "p1sport" "p1chlboo" "p1chsesa" "p2librar" "p2safepl" "p2garbag" "p2drug" "p2burglr" "p2violen" "p2vacant" "p2bktog"
"1858" 1858 2 8 22 51 16 46 25 54 5 8 35 54 25 49 26 49 34 48 33 51 28 47 29 31 34 41 30 45 2.5 3 4 3 3 2.8 2 1.5 1 2 6 1 1 80 6 6 2 52 5 2 2 2 1 2 1 1 4 4 3 3 2 4 4 2 1 3 200 2 2 3 3 3 3 3 3 7
"1859" 1859 2 1 34 65 24 58 35 67 7 8 45 61 42 65 41 68 52 60 47 64 43 66 75 63 48 55 45 67 3.67 3.2 4 2.5 1.75 1.8 3.4 1.25 1 2 4 1 1 16 6 6 2 52 5 1 2 1 1 1 1 1 4 4 3 4 2 4 3 2 2 2 100 1 1 3 3 3 3 3 3 7
"1860" 1860 2 1 36 66 36 69 32 62 7 8 49 63 39 63 37 62 66 67 51 67 38 59 80 66 59 67 43 62 3.33 3.4 4 4 4 3.8 1 1 1 2 4 1 1 15 6 6 2 52 5 1 4 2 2 2 2 2 4 4 4 3 4 3 3 3 1 4 100 2 1 3 3 3 3 3 3 7
"1861" 1861 1 1 27 57 41 73 36 67 7 7 37 56 50 72 40 66 39 53 51 67 42 66 66 57 57 64 43 61 3.5 2.4 4 3.33 4 3.75 1 1.25 1 2 5 1 1 8 5 8 2 52 5 1 2 2 3 3 2 2 5 4 4 4 3 4 4 3 4 4 100 1 1 3 3 3 3 3 3 7
"1862" 1862 2 1 26 56 19 51 36 67 7 7 38 57 33 57 41 68 38 52 50 66 46 73 50 48 53 60 44 64 3.83 3.6 3.33 3.6 3.75 3 1 1 1 2 5 1 1 41 6 6 2 52 5 2 2 3 3 3 2 2 4 3 3 2 3 3 2 3 2 3 200 1 2 3 3 3 2 3 3 7
"1863" 1863 2 1 27 57 23 57 31 62 7 7 38 57 32 56 32 56 54 62 42 59 32 52 74 62 54 60 43 62 3.67 3 4 3.83 2.75 3.2 2 1.25 1 2 4 1 1 16 6 6 2 52 5 2 3 1 2 1 1 1 4 4 3 4 2 4 4 3 1 4 50 2 1 3 3 3 3 3 3 6
"1864" 1864 1 1 37 66 35 68 13 38 7 5 69 73 54 75 38 63 66 68 54 70 36 57 73 61 57 64 34 50 3 3 2.67 3.83 3.5 3.6 1.8 1.25 1 2 5 1 1 18 6 3 2 52 5 1 3 1 1 1 3 1 6 3 2 4 3 2 4 3 3 4 200 2 1 3 3 3 3 3 3 7
"1865" 1865 2 1 18 46 16 46 22 51 9 6 29 48 22 46 28 52 36 51 36 55 30 50 58 52 46 53 34 50 3.17 2.8 3 4 4 3.8 1 1 1 2 5 1 1 18 7 5 2 52 5 2 2 1 2 1 3 1 4 3 1 4 1 4 3 2 2 1 100 1 1 3 3 3 3 3 3 2
"1866" 1866 2 1 20 48 17 48 24 53 7 8 29 48 22 46 35 60 36 51 36 54 40 62 51 48 48 55 43 61 3.5 3 3.33 3.17 3.5 3.25 1 1 1 2 6 1 1 14 6 5 2 52 5 2 2 2 2 2 2 2 4 3 3 2 2 3 3 2 3 2 38 1 2 3 3 3 3 3 3 7
"1867" 1867 2 1 27 57 15 44 23 52 5 6 29 48 19 41 27 50 30 45 23 41 34 55 50 48 44 52 30 45 3.83 3.6 3.67 3.33 3.25 2.6 1.6 2.5 1 2 5 1 1 8 6 5 2 52 5 2 3 1 1 1 3 1 5 4 3 3 3 3 3 3 4 3 70 1 1 3 3 3 3 3 3 7
"1868" 1868 2 1 23 52 22 56 22 50 5 8 33 53 26 51 25 48 35 50 32 51 30 50 47 46 37 45 31 46 2.5 2.4 3 2.2 2 1.8 3.4 2 1 2 4 1 1 12 8 8 2 52 5 1 3 2 3 2 3 2 3 4 3 3 2 4 3 3 2 3 75 1 1 3 3 3 3 3 3 7
"1869" 1869 1 4 50 74 28 62 28 58 5 8 70 74 50 71 28 52 76 73 33 51 33 54 82 68 47 54 39 56 3.67 3.6 4 3.17 3.75 4 1 2.5 1 2 4 1 1 6 4 5 2 52 5 2 1 1 1 1 1 1 4 4 4 4 3 4 3 3 2 3 100 2 2 3 3 3 3 3 3 2
"1870" 1870 2 5 66 81 37 70 28 57 8 5 71 75 49 71 36 62 80 76 49 65 36 57 85 72 54 61 41 59 3.17 3 3.67 3.67 2 3 1 1 2 2 4 1 1 0 5 8 2 52 5 2 2 2 2 2 2 2 5 4 2 2 2 1 2 1 2 3 50 1 1 3 3 3 3 3 3 2
"1871" 1871 1 1 42 69 18 50 18 45 2 2 58 68 24 48 30 53 75 73 27 46 31 51 77 64 38 46 34 50 3.5 3.4 3.33 2.5 2.25 2.2 2 2.25 2 2 4 1 1 43 3 5 2 52 5 1 2 1 2 3 2 1 4 4 4 4 4 2 3 2 4 3 100 1 2 3 3 3 3 3 3 2
"1872" 1872 1 1 31 62 20 52 26 55 5 8 43 60 29 53 27 51 44 56 30 48 32 52 60 54 43 50 37 54 3.5 1.2 2.5 3.5 3.25 2.6 1.6 1.5 1 1 4 1 2 7 5 6 2 52 5 2 1 2 2 3 1 2 3 4 3 3 2 4 3 3 3 3 30 2 1 3 2 2 2 3 2 2
"1873" 1873 2 1 14 39 10 34 16 43 6 8 20 37 20 43 20 42 23 36 23 41 27 46 31 33 27 34 34 49 2.67 2.4 3.33 3.17 2.75 3 2 2 1 2 4 1 1 25 6 6 2 52 5 1 3 2 3 3 3 2 4 3 3 2 3 3 3 3 4 3 100 2 2 3 3 3 3 3 3 1
"1874" 1874 2 1 23 53 20 53 22 51 5 8 40 58 32 56 22 45 46 57 35 54 40 63 68 58 46 54 40 57 3.17 3.2 4 3.17 3.25 3.4 1.6 1 1 2 4 1 1 8 3 5 2 52 5 1 3 1 3 1 3 2 4 4 3 3 3 4 3 2 3 2 40 2 1 3 3 3 3 3 3 5
"1875" 1875 2 1 22 51 19 51 16 42 8 8 31 51 33 57 26 50 40 53 32 51 31 51 61 54 44 52 37 53 3.17 3 3.33 3.8 3.5 3.2 1 2.25 1 2 5 1 1 6 6 8 2 52 5 1 4 2 2 1 1 1 5 4 3 4 3 4 4 3 3 4 200 2 1 3 3 3 3 3 3 7
"1876" 1876 2 1 24 53 22 56 28 58 7 8 40 58 32 56 33 57 47 58 36 54 33 54 60 53 54 61 35 51 3.33 2.6 3.33 3.67 4 4 1.2 1.25 1 2 4 1 1 9 3 6 2 52 5 1 3 1 2 1 2 1 4 4 3 4 3 4 3 3 2 2 100 1 1 3 3 3 3 3 3 2
"1877" 1877 2 1 25 54 19 51 26 56 5 6 33 53 24 48 30 54 39 53 30 48 34 54 48 47 47 54 35 50 3.17 3 4 3 3.25 3.2 1 1.25 2 2 5 1 1 0 5 6 2 52 5 1 1 2 1 2 2 2 4 4 1 2 2 4 2 1 2 3 100 2 2 3 3 2 3 3 3 7
"1878" 1878 1 1 28 58 20 52 29 59 6 6 35 54 33 57 34 58 40 53 36 54 39 61 52 49 40 48 41 58 3.67 3 3.33 2.17 2.33 2.4 2 1 1 2 5 1 1 45 7 7 2 52 5 1 2 1 1 1 2 1 4 4 3 4 4 3 3 4 4 3 50 1 1 3 3 3 3 3 3 7
"1879" 1879 2 2 25 54 33 66 33 63 7 8 35 55 41 64 34 58 39 53 42 59 38 60 59 53 50 57 41 58 3.17 3.2 3.33 3.5 3.5 3.4 1.6 1.25 1 2 5 1 1 32 6 5 2 52 5 2 1 1 3 1 1 1 4 3 2 4 2 2 4 2 1 1 20 2 2 2 2 1 2 2 1 2
"1880" 1880 2 1 28 58 30 64 25 55 7 4 37 56 40 64 32 57 39 53 43 60 37 58 62 55 52 59 41 59 2.83 3.2 4 4 3.67 3.8 1 1.25 1 2 5 1 1 7 5 8 2 52 5 1 4 3 4 3 3 3 5 3 2 3 4 3 4 2 2 4 100 1 1 3 3 3 3 3 3 2
"1881" 1881 1 1 20 48 14 43 18 45 8 5 27 46 21 43 20 42 29 44 23 41 26 45 40 42 38 46 28 42 3.67 3 3.67 2.5 3.25 2 1 2 1 2 6 1 1 9 6 6 2 52 5 1 2 1 1 1 2 1 4 4 3 2 2 4 2 2 2 3 200 2 2 3 3 3 3 3 3 7
"1882" 1882 2 1 34 64 35 68 39 71 7 8 40 58 35 59 45 75 41 54 43 61 40 63 62 55 49 56 47 70 3.5 3 3.67 3 2.75 3.8 2.2 1.5 1 2 4 1 1 15 5 6 2 52 5 1 3 2 2 1 2 1 6 4 3 3 3 4 3 3 3 4 100 2 1 3 3 3 3 3 3 7
"1883" 1883 1 1 22 51 16 46 34 65 8 4 26 44 27 51 39 65 42 55 29 48 45 70 70 59 45 53 45 66 3.33 2.8 2.67 2.5 2.75 2.6 2.6 1.75 1 2 4 1 1 23 6 5 2 52 5 1 3 3 2 3 3 2 4 4 3 1 3 3 2 2 3 2 70 2 1 3 3 2 3 3 3 4
"1884" 1884 2 1 31 61 32 65 42 76 9 8 37 56 34 58 42 70 44 56 37 56 42 66 51 48 49 56 45 65 3.67 3 4 4 3.5 4 1.4 1.25 1 2 5 1 1 15 5 5 2 52 5 1 3 2 2 3 3 2 4 4 4 4 4 4 4 3 3 3 200 2 1 3 3 3 3 3 3 7
"1885" 1885 1 1 24 54 23 57 31 61 8 8 28 47 32 56 36 61 36 50 38 56 39 61 61 54 53 60 42 60 3.83 3.2 3.67 2.83 3 2.8 2 1.5 1 2 4 1 1 40 8 3 2 52 5 2 2 1 2 1 2 1 4 4 4 4 4 4 4 2 4 4 200 1 1 3 3 3 3 3 3 7
"1886" 1886 1 1 29 59 22 55 30 60 8 4 33 52 33 57 39 65 34 49 33 51 35 56 69 59 51 58 40 57 3.17 3 3.67 2.17 2 2.2 2.6 2 1 2 4 1 1 45 6 6 2 52 5 2 2 1 2 1 1 2 5 3 4 4 3 4 2 3 2 4 100 2 1 3 2 3 3 3 3 7
"1887" 1887 1 2 22 51 25 59 23 52 5 8 23 41 43 66 27 51 28 42 48 64 33 53 40 42 58 66 36 51 3.83 3.6 4 4 4 4 1 1.5 1 2 5 1 1 40 3 6 2 52 5 1 2 1 2 1 2 1 6 4 3 4 3 4 3 3 3 4 30 1 1 3 3 3 3 3 3 7
"1888" 1888 2 2 32 63 21 55 26 56 8 6 44 61 33 57 34 59 55 62 40 58 41 64 75 62 44 52 44 64 3.17 2.8 3.33 3.33 3.25 2.8 1 1 1 2 4 1 1 40 6 5 2 52 5 1 1 1 1 2 1 1 4 2 3 3 2 2 2 2 2 3 100 1 1 3 3 3 3 3 3 2
"1889" 1889 1 4 30 61 20 53 32 63 8 5 50 64 37 60 39 65 63 66 46 63 39 61 77 64 56 63 45 66 3.33 3 2.33 3.67 3.25 2.2 1.6 1.5 1 2 3 2 1 41 5 8 2 52 5 1 4 3 3 2 3 2 5 3 4 2 3 3 3 3 2 3 50 2 2 3 3 3 2 3 3 6
"1890" 1890 2 5 29 59 24 58 19 47 7 5 47 62 39 63 31 55 49 59 43 61 34 54 62 55 39 47 40 58 3.17 3.6 3.33 3.83 4 4 1 1 1 2 4 1 1 15 5 6 2 52 5 1 3 1 2 2 3 1 4 4 3 4 4 4 3 4 3 4 100 2 2 3 3 3 2 3 3 7
"1891" 1891 2 1 32 62 25 59 30 60 7 2 43 60 38 62 27 51 49 59 39 57 33 54 70 60 49 56 36 52 3.17 3.2 3.67 3 3 3 2 1.5 1 2 3 2 1 40 6 5 2 52 5 2 2 1 3 2 1 2 4 3 3 3 2 3 3 3 2 3 50 2 1 3 3 3 3 3 3 4
"1892" 1892 1 1 30 60 22 55 27 57 6 6 47 63 31 54 33 57 45 57 33 52 33 53 55 51 43 51 40 57 3.17 2.8 3.33 2.17 2.75 2.6 1 2.5 1 1 3 2 1 30 6 3 2 52 5 2 3 2 2 3 2 2 4 4 4 4 3 3 4 2 3 2 80 1 1 3 3 3 3 3 3 6
"1893" 1893 1 3 22 51 24 58 28 58 8 5 43 60 39 63 40 66 38 52 41 59 44 69 67 58 56 62 46 69 2.83 2.8 2.33 3.33 3 3 2 2.25 1 2 3 2 1 45 5 8 2 52 5 2 1 1 3 2 2 1 6 3 3 3 2 2 3 1 2 3 20 1 2 3 3 3 3 3 3 2
"1894" 1894 2 3 22 50 25 59 15 41 9 8 42 60 32 56 22 44 40 54 28 47 25 44 56 51 39 47 31 46 2.83 3.4 2.33 3.17 3 3.2 2 1.25 1 1 4 1 1 7 5 8 1 52 5 2 2 2 2 2 2 1 6 3 3 3 3 3 2 1 3 3 40 2 2 3 3 3 3 3 3 7
"1895" 1895 2 5 35 65 28 62 17 44 5 7 59 69 44 67 25 48 62 66 43 60 25 44 68 58 47 54 33 48 3.33 4 3.33 4 4 4 1 1.25 1 2 5 1 1 40 6 8 1 52 5 1 3 2 3 3 2 1 5 4 4 4 4 4 4 4 2 2 80 1 1 3 3 3 3 3 3 2
"1896" 1896 1 3 53 75 28 62 36 67 6 6 54 66 38 61 38 64 69 69 41 59 41 63 75 63 51 58 45 66 3.67 3.8 3.67 3.5 3.25 2.8 1 1.75 1 2 4 1 1 18 5 7 2 52 5 1 2 1 1 1 1 1 5 3 4 4 3 4 4 4 3 4 30 2 1 3 3 3 3 3 3 7
"1897" 1897 1 1 21 50 32 66 22 51 7 6 34 54 39 62 20 42 44 56 55 70 27 46 75 62 53 59 34 49 3.33 3 3.67 4 4 3.75 1 1 1 2 6 1 1 24 6 5 2 52 5 2 1 1 2 2 1 2 5 3 3 4 3 4 4 2 2 3 100 1 2 3 3 3 3 3 3 7
"1898" 1898 2 1 23 53 24 58 25 55 8 6 43 60 46 68 38 63 47 58 43 60 33 54 62 55 49 56 39 55 2.83 3 3 4 4 4 1 1 1 2 4 1 1 82 3 5 2 52 5 1 2 1 1 2 1 1 4 3 2 1 2 3 1 1 1 2 40 1 2 3 3 3 3 3 3 0
"1899" 1899 2 2 21 50 21 54 18 46 7 5 31 51 32 56 20 41 37 52 42 60 24 43 58 53 51 58 35 50 3.67 2.8 3.33 2.33 2 2.25 3.6 1.5 1 2 4 1 1 45 7 5 2 52 5 2 2 2 2 2 2 2 4 3 3 3 3 4 2 2 2 2 200 2 1 3 3 3 3 3 3 7
"1900" 1900 1 1 20 49 18 49 25 54 5 7 32 51 24 48 26 50 38 52 28 47 29 48 67 58 53 60 36 52 2.67 2.6 2.67 2.67 3 2.4 2 2.5 2 2 5 1 1 0 3 8 2 52 5 1 5 3 2 2 2 2 4 2 2 1 4 4 2 2 1 2 10 1 1 3 3 3 3 3 3 7
"1901" 1901 2 8 33 63 21 54 27 57 7 8 47 62 37 60 25 49 57 63 42 60 34 55 69 59 57 64 36 52 3.17 2.8 4 3.33 2 1.6 3.6 1.5 1 2 3 2 1 53 5 3 2 52 5 1 2 1 2 1 2 1 4 4 2 4 2 4 3 3 2 2 150 1 1 3 3 3 3 3 3 1
"1902" 1902 2 1 26 55 31 64 31 61 7 5 60 69 31 55 26 50 67 68 44 61 35 55 80 66 58 65 43 62 3.17 2.8 3.67 3 2 2 2 2 1 2 4 1 1 30 5 5 2 52 5 1 2 1 2 3 2 1 4 2 2 1 2 3 2 1 1 2 100 1 2 3 3 3 3 3 3 3
"1903" 1903 2 1 25 54 20 52 19 47 6 8 38 57 30 54 36 61 48 58 27 46 34 54 64 56 44 52 35 51 3.83 3.4 3.67 3.5 2.25 2.4 2.6 1.5 1 2 4 1 1 45 6 5 2 52 5 1 3 2 2 1 1 1 4 4 2 4 3 4 4 4 3 2 100 1 1 3 3 3 3 3 3 7
"1904" 1904 2 2 17 44 16 47 11 34 6 7 32 52 24 48 16 37 28 42 23 41 19 37 56 52 35 42 30 44 3.33 3.6 3.33 3 2.5 2.8 1 1 1 2 5 3 1 30 6 5 2 52 5 1 1 1 2 2 2 2 4 3 2 4 4 4 3 4 1 4 20 2 1 3 3 3 2 3 3 2
"1905" 1905 1 1 28 58 30 63 36 67 6 8 44 61 39 62 40 66 49 59 40 58 42 65 72 61 53 60 46 67 3 3.4 3.67 3.83 3.75 3.2 1 1.25 1 2 5 1 1 9 6 6 2 52 5 1 3 2 2 3 3 2 4 2 1 2 1 4 2 2 1 3 50 2 2 3 3 3 2 3 3 7
"1906" 1906 2 5 20 48 13 41 11 33 5 7 26 45 19 41 11 27 30 44 30 49 17 34 39 40 26 33 25 39 3.33 3.6 4 2.17 2.5 2.8 2.2 1.75 1 1 5 1 1 4 6 5 2 52 5 2 2 2 4 3 1 2 3 3 4 4 4 4 3 2 3 4 100 2 1 2 3 3 3 3 3 5
"1907" 1907 1 1 25 54 22 55 23 52 8 6 26 45 28 52 36 61 34 49 36 55 35 55 65 57 45 53 43 62 3.17 2.6 3.67 3.33 3.25 3.2 1.8 1.25 1 2 5 1 1 20 6 8 2 52 5 2 1 2 3 3 1 1 4 4 3 3 2 4 3 1 2 3 70 2 1 3 3 3 3 3 3 5
"1908" 1908 1 4 21 49 14 43 25 54 1 6 38 57 26 50 29 53 48 58 39 57 35 56 74 62 45 53 44 63 3 3.4 3.33 3.5 3 3.4 1 1 1 2 4 1 1 43 5 6 2 52 5 1 2 2 3 2 2 2 4 4 3 3 2 3 3 2 2 2 40 1 1 3 3 3 3 3 3 4
"1909" 1909 1 1 24 53 24 58 26 55 8 6 33 52 33 57 30 54 46 57 41 59 37 59 67 58 55 62 44 63 2.33 2.6 3.33 3.17 2.75 2.8 2 1.25 1 2 6 1 1 85 5 6 2 52 5 1 1 1 1 1 1 1 4 3 3 4 2 3 3 3 3 2 50 2 2 3 3 3 3 3 2 5
"1910" 1910 2 1 43 70 18 50 26 56 5 5 55 67 41 64 33 57 54 61 43 61 36 57 75 62 54 61 44 64 2.83 3.2 3.33 3.5 3.75 3.6 1 1.25 1 2 4 1 1 12 5 5 2 52 5 1 2 2 2 2 2 1 4 3 3 3 3 3 2 2 2 2 70 2 1 3 3 3 3 3 3 7
"1911" 1911 2 1 22 51 17 48 15 41 4 6 31 51 31 54 24 47 39 53 25 44 23 42 59 53 39 47 33 48 3.17 2.4 3.33 2.5 2.25 2 2 1.5 1 1 5 1 1 14 5 5 2 52 5 1 3 2 3 3 3 2 4 3 2 4 3 4 4 3 2 2 200 1 1 3 3 3 3 3 3 7
"1912" 1912 2 1 37 66 27 61 33 64 6 8 42 59 48 70 41 68 42 55 46 63 39 61 57 52 56 63 41 59 3.83 3.4 4 4 4 4 1.2 1.25 1 2 4 1 1 40 8 5 2 52 5 1 2 1 2 2 3 2 4 4 2 4 3 3 3 3 2 3 100 1 2 3 2 3 2 3 3 4
"1913" 1913 1 1 38 67 17 48 26 55 8 5 37 56 26 51 26 49 40 53 34 52 31 51 56 51 51 58 36 52 3 2.8 3 3.5 3.5 3 1.2 1.25 1 2 5 1 1 7 6 6 2 52 5 2 3 1 1 1 2 1 4 2 2 4 2 3 3 1 2 3 50 1 1 3 3 3 3 3 3 5
"1914" 1914 2 1 22 50 14 43 23 52 1 7 28 47 21 45 31 55 31 46 32 51 35 55 62 55 38 46 41 58 3.83 3.2 2.33 3.8 4 4 1.2 1.25 1 2 4 1 1 6 5 8 2 52 5 1 3 2 2 2 2 1 5 4 4 4 4 3 2 4 3 3 150 2 1 3 3 3 3 3 3 3
"1915" 1915 1 1 17 44 17 48 26 56 4 6 34 54 32 56 34 59 36 50 33 52 31 51 54 51 55 62 37 54 3.17 2.6 4 3.83 4 3.6 1.2 1 1 2 4 1 1 18 6 5 2 52 5 2 3 1 1 2 3 1 4 3 3 4 3 4 3 2 2 3 75 2 2 3 3 3 3 3 3 7
"1916" 1916 2 1 32 62 39 72 32 62 9 5 41 59 46 68 35 60 41 54 44 62 36 57 77 64 55 61 41 59 3.33 3.2 3 3.75 3 2.4 1.4 1 1 2 5 1 1 12 5 8 2 52 5 1 3 3 3 3 3 2 4 4 2 3 2 3 3 1 1 2 100 1 1 3 3 3 3 3 3 7
"1917" 1917 1 5 23 52 19 52 20 48 6 8 29 48 19 41 22 44 45 56 21 39 25 44 60 54 36 44 29 44 3 1.6 3.33 3.33 2.5 2.8 1.4 2 1 2 5 2 2 20 6 6 1 52 5 2 2 2 2 2 2 2 4 4 4 2 2 4 4 1 2 2 20 1 1 3 3 3 3 3 3 7
"1918" 1918 2 1 69 83 47 78 31 62 9 8 75 77 53 74 32 56 72 71 53 69 35 56 79 65 58 66 41 58 3.67 4 3.33 3.83 3 3.6 1.2 1.75 1 2 4 1 1 55 6 6 1 52 5 2 3 1 1 1 3 1 5 1 4 4 4 1 3 3 1 4 200 2 1 2 3 3 2 3 3 7
"1919" 1919 1 1 25 54 13 41 17 44 2 4 38 57 26 50 21 43 37 52 38 57 35 56 48 47 47 55 33 48 3.17 2.8 4 2.33 4 4 2.2 2 1 2 4 1 1 9 5 3 2 52 5 1 1 1 2 1 1 1 4 4 2 2 3 4 3 2 3 3 50 2 1 3 3 3 3 3 3 7
"1920" 1920 2 1 36 66 26 60 35 66 8 6 52 65 36 60 34 59 63 66 32 50 39 61 66 57 41 49 43 61 3.17 3.4 4 3 2.75 3.2 1.4 1.25 1 1 5 1 1 9 6 6 2 52 5 1 2 2 3 2 2 2 4 4 3 4 4 4 3 3 2 4 200 2 1 3 3 3 3 3 3 5
"1921" 1921 2 1 31 61 31 64 32 62 8 8 42 60 32 55 37 62 56 63 44 61 43 68 76 63 53 60 45 67 3.5 3.2 3.67 3 3.25 3.2 1 1 2 2 4 1 1 18 5 3 2 52 5 2 1 1 1 1 1 1 5 3 2 3 2 3 3 2 2 2 30 2 2 2 3 3 3 3 3 2
"1922" 1922 2 1 27 57 19 51 25 54 6 8 38 57 27 51 41 67 37 52 32 51 41 64 67 58 48 55 43 61 3.33 3.2 3.67 3 3.25 3 1 1 1 2 4 1 1 14 6 5 2 52 5 2 5 2 5 5 5 2 4 4 4 4 4 4 2 4 3 1 100 1 1 3 3 3 3 3 3 7
"1923" 1923 2 1 32 62 18 49 19 47 8 8 36 55 36 60 31 55 45 56 36 55 31 51 74 62 43 51 34 50 3 2.6 3.33 3.5 3.25 3 1 1 1 2 4 1 1 40 6 6 2 52 5 2 2 2 3 2 2 2 5 4 3 4 3 2 2 2 1 2 100 2 2 3 3 3 3 3 3 7
"1924" 1924 2 1 50 74 34 68 33 63 6 8 66 72 46 68 44 73 72 71 44 61 43 67 85 72 58 66 47 71 3.67 2.6 3 3.67 3.5 3.4 1.25 1 1 2 4 1 1 15 6 6 2 52 5 2 3 2 2 3 3 2 4 4 3 4 3 3 3 3 3 2 150 2 1 3 3 3 3 3 3 7
"1925" 1925 1 3 34 64 26 60 19 47 8 6 35 54 33 56 29 53 39 53 31 50 35 55 68 59 46 53 37 53 3.5 3 4 2.17 2.5 2 2.6 1.75 1 1 3 2 1 15 6 3 2 52 5 1 2 2 2 2 2 2 4 4 1 4 3 2 4 1 4 4 200 2 1 3 3 3 3 3 3 3
"1926" 1926 2 1 28 58 15 45 24 53 7 5 36 55 27 52 26 49 39 52 29 48 28 47 51 48 37 44 35 51 2.83 2.8 3.67 3.33 3.25 3.6 1.8 1 1 2 4 1 1 45 5 3 2 52 5 1 2 1 1 2 1 2 3 3 3 4 3 3 2 2 2 3 60 2 1 3 3 3 3 3 3 7
"1927" 1927 2 1 31 62 24 58 24 53 4 5 37 56 36 59 29 53 44 56 31 49 25 44 67 58 54 61 34 49 2.5 3 3 3 2.33 2.75 1.8 1.5 1 2 4 1 1 16 6 4 2 52 5 1 3 2 3 2 2 2 4 3 2 2 3 3 2 1 1 2 150 2 1 3 3 3 3 3 3 7
"1928" 1928 2 1 19 47 16 46 22 51 7 7 36 56 32 56 26 50 40 54 26 45 28 48 56 52 44 51 33 49 2.17 2.6 2.67 4 3.75 4 1 1.25 1 2 4 1 1 8 6 3 2 52 5 1 2 2 2 2 2 3 4 4 4 3 3 4 2 3 3 4 50 1 1 3 2 2 2 3 3 5
"1929" 1929 1 1 27 57 28 62 25 54 6 6 33 53 34 58 36 61 50 59 43 60 40 62 69 59 53 60 44 64 3.17 3 2.67 4 4 4 1 1.75 1 2 5 1 1 7 6 3 2 52 5 2 2 2 2 3 3 2 5 3 2 2 4 2 3 2 2 2 50 1 2 3 3 3 3 3 3 7
"1930" 1930 2 1 29 59 25 59 23 52 7 8 40 58 33 56 32 57 59 64 32 50 30 50 75 63 48 55 38 55 4 2 4 3.83 4 4 1 1.25 1 2 5 1 1 15 8 4 2 52 5 2 1 2 2 2 2 2 5 4 4 4 3 4 4 3 4 3 150 1 1 3 3 3 3 3 3 7
"1931" 1931 2 2 36 65 30 63 22 51 9 8 53 66 41 64 24 47 64 67 47 63 31 51 77 64 51 58 38 54 3.5 3.2 4 4 4 4 1 1 1 1 5 1 1 20 5 5 2 52 5 2 3 2 2 2 2 2 6 3 3 3 3 4 3 3 3 4 150 1 1 3 3 3 3 3 3 3
"1932" 1932 2 2 30 60 18 50 14 40 4 8 31 51 21 45 16 36 34 48 23 41 16 32 43 43 34 42 24 38 2.83 3.2 4 2.67 2.5 2.4 2 2 1 2 4 1 1 50 5 6 2 52 5 2 2 2 3 2 2 2 5 4 4 3 1 3 3 2 1 3 50 1 1 3 3 3 3 3 3 2
"1933" 1933 1 2 33 64 31 65 21 49 7 7 45 61 39 62 21 44 51 60 42 59 27 47 69 59 58 65 32 47 3.5 3.8 4 3.67 2.75 3.4 2 1.75 1 2 4 1 1 40 6 6 2 52 5 2 2 2 3 2 2 2 5 4 1 3 3 2 3 2 3 3 200 2 1 3 3 3 3 3 3 7
"1934" 1934 1 1 30 61 31 64 35 66 6 8 40 58 33 57 34 59 39 53 39 57 40 62 66 57 52 59 40 57 3.17 3.6 4 3.33 3.67 3 1 1.5 1 2 4 1 1 24 6 6 2 52 5 1 2 2 2 2 2 2 4 3 3 3 2 3 3 2 2 2 30 1 1 3 3 3 3 3 3 7
"1935" 1935 1 1 32 62 30 64 28 58 7 8 35 54 35 59 29 53 40 54 52 67 35 55 71 60 52 59 39 55 3.5 3.2 3.33 4 4 4 1 1 1 2 4 1 1 10 6 6 2 52 5 1 3 1 2 1 3 2 5 3 4 3 3 4 3 2 2 3 50 2 1 3 3 3 3 3 3 7
"1936" 1936 1 8 21 49 18 50 21 49 6 8 27 45 22 46 27 51 45 56 38 56 32 53 69 59 52 59 37 53 3.33 3 4 3.17 3.5 2.5 1.4 1 1 2 5 1 1 12 3 8 2 52 5 1 1 1 1 1 1 1 5 3 3 2 3 4 3 2 2 2 100 1 1 3 3 3 3 3 3 3
"1937" 1937 1 1 25 55 22 56 28 58 5 7 39 57 26 51 34 59 45 57 40 58 34 55 68 59 47 54 39 55 2.5 2 3 2.33 3.25 3 1 1 1 1 4 1 1 40 6 5 2 52 5 1 3 1 2 2 2 2 4 3 2 3 4 4 2 3 4 1 150 1 1 3 3 3 3 3 3 3
