,caseid,gender,race,c1rrscal,c1rrttsco,c1rmscal,c1rmtsco,c1rgscal,c1rgtsco,c1fmotor,c1gmotor,c2rrscal,c2rrtsco,c2rmscal,c2rmtsco,c2rgscal,c2rgtsco,c3rrscal,c3rrtsco,c3rmscal,c3rmtsco,c3rgscal,c3rgtsco,c4rrscal,c4rrtsco,c4rmscal,c4rmtsco,c4rgscal,c4rgtsco,p1learn,p1contro,p1social,t1learn,t1contro,t1interp,t1extern,t1intern,p1center,p1disabl,p1htotal,p1hfamil,p1firkdg,p1hrsprk,wkmomed,wkdaded,wklangst,wksesl,wksesq5,s2kpupri,p1count,lower.az1.,p1pencil,p1still,p1letter,p1verbal,p1expect,p1readbo,p1tellst,p1singso,p1helpar,p1chores,p1games,p1nature,p1build,p1sport,p1chlboo,p1chsesa,p2librar,p2safepl,p2garbag,p2drug,p2burglr,p2violen,p2vacant,p2bktog,ses_orig,rv
193,783,2,1,17,44,20,52,25,55,6,8,32,52,26,50,33,57,34,49,38,56,36,57,68,58,46,53,39,56,3.5,3,3.33,2,2,1.8,2.6,1.25,1,1,3,2,1,26,5,3,2,43,3,1,3,1,2,2,3,2,2,3,1,3,2,3,2,3,2,2,100,2,2,2,3,3,3,3,3,6,-0.22,0.64
194,2573,1,1,21,50,15,45,23,52,4,8,24,42,32,56,24,46,34,49,37,55,26,45,50,48,49,56,34,49,2.67,3.4,3.67,3,3.25,3,1.6,1,1,1,5,1,1,20,9,9,2,70,5,2,4,2,2,2,3,2,4,2,2,3,2,3,3,2,2,3,200,2,2,2,3,3,3,3,3,7,2.47,0.89
195,2410,1,1,23,52,25,60,29,59,8,8,38,57,31,55,34,59,42,55,38,57,41,64,66,57,48,55,38,54,2.67,2.8,3,3.5,3.75,3.75,1,1.33,1,2,4,1,1,6,6,8,2,60,5,1,3,2,3,2,2,1,4,3,3,2,2,3,3,2,4,4,150,2,1,3,3,3,3,3,3,5,1.46,0.65
196,996,2,1,22,51,18,50,25,54,5,6,37,56,30,54,31,55,36,50,32,51,31,51,60,54,51,58,38,54,3.67,3.4,3.33,3.83,4,3.8,1,2,1,2,4,1,1,45,5,3,2,44,3,1,4,4,2,2,3,2,4,3,3,4,2,4,2,4,2,2,100,2,2,3,3,3,3,3,3,7,-0.1,0.61
197,1645,1,1,22,50,16,46,33,63,5,5,31,51,21,45,32,56,33,48,23,41,34,55,40,42,44,52,38,54,3.5,3.2,3.33,3.67,3.5,4,2,1.25,1,2,4,1,1,0,5,5,2,49,4,1,3,1,1,1,2,1,4,2,2,3,3,4,3,2,2,3,150,1,2,3,3,3,3,3,3,7,0.39,0.88
198,2143,1,1,26,56,29,63,23,51,6,7,39,57,35,59,37,62,39,53,40,58,28,48,73,61,53,59,39,56,3.17,3.4,3.33,3.17,2.5,2.4,2.2,1.5,1,2,3,2,1,30,6,8,2,55,5,1,2,2,2,2,2,2,4,4,4,2,3,3,3,2,3,2,200,2,2,2,3,3,3,3,3,7,1.02,0.66
199,495,1,1,16,41,17,48,17,44,3,7,20,37,20,42,18,40,28,42,21,39,25,45,40,42,39,47,30,45,2.5,1,2.33,2,2.25,2.2,2.2,1,1,1,8,1,1,16,4,3,2,41,2,1,1,1,2,1,1,1,6,3,3,4,2,4,4,2,3,4,50,2,1,3,3,3,3,3,3,2,-0.42,0.65
200,2526,1,1,22,50,21,55,24,53,6,8,27,46,20,43,30,54,34,49,28,47,35,56,30,31,34,42,38,55,2.17,2.8,2.33,2.83,3.25,3.4,1.8,1.25,2,2,3,2,1,0,9,5,2,64,5,2,1,2,2,1,2,2,6,4,4,4,4,3,3,4,3,2,80,1,2,3,3,3,3,3,3,2,1.87,0.41
201,1440,2,1,22,51,16,46,26,55,7,8,24,42,20,43,28,51,36,51,29,47,33,54,41,42,39,47,40,57,3,2.6,3.67,2.5,3.25,2.4,2.2,2,1,2,5,1,1,6,3,5,2,48,4,1,3,1,1,1,3,1,4,3,3,4,3,4,3,4,3,4,75,1,1,3,3,3,3,3,3,7,0.32,0.58
202,1337,1,1,23,52,24,58,19,47,6,3,42,60,36,60,22,45,47,58,42,60,28,47,56,52,52,59,31,46,3.33,3.2,3.67,2.83,2.5,2.8,1.8,1.25,1,1,7,1,1,25,8,5,2,47,4,1,2,2,3,2,3,2,3,4,3,2,2,4,3,4,2,3,50,1,1,3,3,3,3,3,3,7,0.23,0.16
203,658,1,1,25,55,25,59,36,67,6,4,37,56,35,59,39,64,43,55,43,60,42,66,65,56,49,56,46,68,2.67,3.2,2.67,1.83,2,2,2.4,2,1,2,3,2,1,40,3,3,2,42,3,2,4,2,2,1,3,1,5,3,3,1,1,4,3,4,2,2,40,1,1,2,3,3,3,3,3,2,-0.3,0.15
204,537,1,1,20,48,21,54,33,63,5,8,26,45,35,58,33,58,35,50,32,51,41,63,54,50,52,59,37,53,2.33,3.2,2.67,3.67,3.5,3.2,1.6,1.25,2,1,4,1,1,42,3,3,2,41,2,1,3,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,150,2,2,3,3,3,3,3,3,6,-0.38,0.67
205,2334,1,1,23,52,19,51,29,59,8,5,31,50,30,54,33,57,37,51,34,52,36,57,60,54,45,52,39,56,2.17,2.4,4,3,2.33,2.4,2.2,1.25,1,2,4,1,1,50,6,8,2,58,5,1,1,1,1,1,1,1,4,3,3,2,3,3,3,2,2,3,75,1,1,3,3,3,3,3,3,0,1.26,0.85
206,234,1,1,21,49,18,49,22,50,5,6,32,52,24,48,23,46,38,52,35,54,23,42,54,50,45,52,31,46,3,2.8,3.67,2.33,3,2.4,1,2,2,2,7,1,1,0,3,3,2,39,2,1,2,2,3,3,3,2,3,3,3,2,4,2,3,1,2,3,40,1,1,3,3,3,3,3,3,5,-0.6,0.97
207,2086,1,1,28,58,39,72,31,61,9,7,42,60,45,68,40,66,51,60,46,63,43,67,65,57,53,60,48,73,2.67,3.2,3.33,4,4,4,1,1,2,2,6,1,1,0,5,6,2,54,5,1,4,1,1,1,4,1,4,3,3,4,2,2,3,2,3,4,150,2,2,2,2,3,3,3,3,2,0.91,0.96
208,554,1,1,14,37,15,44,24,54,7,6,16,30,18,40,26,50,29,44,25,44,31,51,50,48,38,46,35,51,3.67,3.2,3.67,3,3.25,3.2,1,1.5,1,2,6,1,1,4,3,3,2,42,2,1,3,2,2,2,3,1,4,4,4,2,4,4,3,2,3,4,60,1,2,3,3,3,3,3,3,7,-0.35,0.84
209,1830,2,1,31,61,24,58,34,64,6,4,36,55,32,56,37,63,38,52,32,51,42,65,51,49,41,49,41,59,3.17,2.8,3,3.17,3.5,3.4,1.4,2.5,1,2,4,1,2,70,6,6,2,51,5,2,1,1,2,1,1,2,4,4,2,4,3,3,3,1,2,4,50,1,2,2,3,3,3,3,3,5,0.64,0.77
210,1118,1,1,21,49,18,49,32,62,6,8,26,44,33,57,30,54,36,50,36,54,36,57,51,48,38,46,38,54,3,3,3,2.83,3,3,1.2,1,1,2,5,1,1,30,5,5,2,45,3,2,3,2,2,2,2,1,4,3,2,1,2,3,2,2,2,3,75,2,1,3,3,3,3,3,3,7,0.03,0.82
211,968,2,3,23,52,20,53,22,50,6,2,46,62,44,67,30,54,66,68,44,61,32,52,69,59,41,49,35,51,2.83,3.6,2.33,2.33,2.25,2.2,2.2,1.25,1,2,4,1,1,43,5,3,2,44,3,2,3,2,5,2,2,1,4,3,2,4,2,3,4,3,1,2,75,1,2,3,3,3,3,3,3,2,-0.06,0.1
212,1948,1,1,23,53,21,54,27,57,6,8,35,55,25,49,33,57,31,46,30,48,30,50,60,53,43,50,39,55,3,2.8,2.33,3.33,3.5,3.6,1,2,1,2,4,1,1,12,5,6,2,53,5,1,3,2,2,2,3,2,4,4,3,2,3,3,4,3,4,3,50,2,1,3,3,3,3,3,3,7,0.75,0.92
213,1266,2,2,35,65,29,62,36,67,6,8,39,58,28,52,27,51,55,62,32,50,32,52,69,59,38,46,34,50,3.67,3.4,3.67,2.67,2.5,2.6,1.6,1.25,1,2,3,2,1,62,5,5,2,46,4,2,2,1,2,1,2,1,4,3,3,4,2,4,3,1,2,3,25,1,2,2,3,3,3,3,3,5,0.07,0.48
